NIM,Angkatan,Semester,IPK,SKS_Lulus,Mengulang,Absensi,Status_Pembayaran,Status_DO
20223635,2021,7,1.84,107,2,89,1,0
20223636,2023,7,2.8,71,4,74,0,1
20223637,2023,8,2.35,105,1,62,1,1
20223638,2022,8,3.1,68,4,72,0,1
20223639,2022,5,3.24,105,2,68,0,1
20223640,2021,6,3.53,73,2,72,1,0
20223641,2021,7,2.75,66,2,75,1,0
20223642,2021,8,3.79,99,4,73,0,1
20223643,2021,5,3.76,78,1,67,0,1
20223644,2023,8,3.56,83,0,78,1,0
20223645,2023,2,2.95,121,0,91,0,0
20223646,2022,2,2.6,75,2,94,1,0
20223647,2021,8,2.53,58,1,82,0,0
20223648,2021,2,1.82,130,1,80,1,0
20223649,2022,8,2.3,84,3,77,0,1
20223650,2021,5,3.24,123,3,73,0,1
20223651,2021,3,3.01,60,4,75,0,1
20223652,2021,6,3.63,62,3,83,0,1
20223653,2021,5,1.9,133,4,91,0,1
20223654,2021,3,2.11,128,0,70,0,1
20223655,2022,3,3.38,134,2,70,0,1
20223656,2021,7,2.52,66,1,63,1,0
20223657,2022,5,2.04,137,0,85,1,0
20223658,2021,5,3.79,111,0,64,0,1
20223659,2023,8,3.37,58,4,95,1,0
20223660,2023,3,2.62,80,2,92,1,0
20223661,2023,3,3.45,65,4,73,0,1
20223662,2023,3,3.16,67,0,91,1,0
20223663,2022,8,3.38,103,1,66,0,1
20223664,2022,7,3.43,107,3,69,1,1
20223665,2021,5,1.97,134,4,61,1,1
20223666,2023,3,3.05,119,0,69,1,0
20223667,2022,2,1.81,90,3,94,0,1
20223668,2021,5,1.89,113,3,80,1,1
20223669,2021,8,3.61,87,0,99,0,0
20223670,2022,7,2.86,49,2,67,0,1
20223671,2023,2,3.27,112,0,77,1,0
20223672,2021,8,3.48,78,1,68,0,1
20223673,2023,4,3.7,139,3,89,0,1
20223674,2023,5,3.54,139,1,63,1,0
20223675,2023,4,2.77,58,4,94,0,1
20223676,2021,8,2.47,103,3,73,1,1
20223677,2023,8,2.11,58,2,73,1,1
20223678,2021,8,2.6,115,0,96,0,0
20223679,2023,3,2.53,101,4,79,1,0
20223680,2021,7,2.92,52,1,88,1,0
20223681,2023,3,3.13,64,4,82,0,1
20223682,2022,7,3.76,139,2,80,0,0
20223683,2023,6,3.26,128,0,90,0,1
20223684,2023,3,3.09,131,4,91,0,1
20223685,2021,4,2.47,81,1,66,1,0
20223686,2021,7,1.87,78,4,72,1,1
20223687,2023,3,2.38,69,0,82,1,0
20223688,2022,5,3.34,44,4,67,1,1
20223689,2022,8,2.21,120,1,71,1,1
20223690,2021,7,3.22,57,0,95,0,0
20223691,2022,7,2.96,60,2,75,1,0
20223692,2023,3,2.14,125,2,85,1,0
20223693,2021,6,2.32,89,3,88,1,1
20223694,2023,3,2.79,45,4,88,1,0
20223695,2021,4,2.64,89,1,65,0,1
20223696,2021,4,3.36,119,4,96,0,1
20223697,2021,7,3.27,105,0,92,0,0
20223698,2021,7,2.95,40,3,90,1,0
20223699,2022,3,3.44,96,1,77,1,0
20223700,2023,4,2.93,69,4,97,1,0
20223701,2023,4,3.73,97,1,90,0,0
20223702,2023,6,2.23,91,0,75,1,0
20223703,2021,5,3.23,76,3,99,0,1
20223704,2022,6,2.54,87,1,96,1,0
20223705,2023,2,2.36,126,0,73,0,1
20223706,2022,8,2.16,40,2,98,0,1
20223707,2021,6,2.91,58,1,63,1,0
20223708,2023,3,2.23,85,3,89,1,1
20223709,2022,5,2.2,106,1,92,0,1
20223710,2021,3,3.78,41,1,95,0,0
20223711,2022,8,3.4,95,0,89,0,0
20223712,2023,2,3.3,56,4,73,0,1
20223713,2023,5,3.39,131,4,82,0,1
20223714,2021,7,3.74,121,1,87,1,0
20223715,2021,4,2.95,136,3,66,0,1
20223716,2021,6,2.24,118,3,69,1,1
20223717,2022,3,3.52,61,0,63,1,0
20223718,2022,2,3.29,66,1,97,1,0
20223719,2022,4,2.63,94,1,72,1,0
20223720,2021,6,2.75,71,4,80,1,0
20223721,2023,4,2.62,99,0,92,0,0
20223722,2023,6,3.66,122,2,99,1,0
20223723,2022,7,2.49,67,3,87,0,1
20223724,2022,5,3.73,67,3,82,1,0
20223725,2023,4,3.62,113,1,91,0,0
20223726,2023,4,3.06,123,0,64,1,0
20223727,2022,4,2.96,64,2,85,0,0
20223728,2022,5,2.54,124,3,98,0,1
20223729,2023,2,1.84,117,0,85,0,1
20223730,2021,6,2.06,125,2,62,1,1
20223731,2022,7,3.31,65,1,83,0,0
20223732,2023,4,2.74,114,4,93,1,0
20223733,2023,8,2.1,110,3,93,1,1
20223734,2023,5,2.33,56,3,79,0,1
20223735,2023,2,3.7,121,2,89,1,0
20223736,2021,6,2.53,46,4,79,1,0
20223737,2023,5,3.62,95,0,77,1,0
20223738,2022,7,2.41,103,1,97,1,0
20223739,2021,7,2.89,59,0,79,0,0
20223740,2023,6,1.84,77,2,65,1,1
20223741,2021,4,2.84,114,3,84,0,1
20223742,2022,7,3.07,97,3,62,1,1
20223743,2023,2,2.27,55,0,78,0,1
20223744,2022,5,2.96,90,1,69,0,1
20223745,2023,2,3.09,66,2,64,1,0
20223746,2023,4,3.17,90,1,81,1,0
20223747,2023,2,3.35,114,2,68,1,0
20223748,2023,2,2.42,55,1,92,1,0
20223749,2023,3,2.94,126,0,74,1,0
20223750,2021,2,3.76,99,4,83,0,1
20223751,2023,6,3.6,115,2,89,0,0
20223752,2023,5,3.71,79,0,95,0,0
20223753,2021,3,2.57,106,3,98,1,0
20223754,2021,5,3.37,41,3,65,1,1
20223755,2021,5,3.04,87,1,74,1,0
20223756,2021,4,1.97,91,3,97,0,1
20223757,2021,4,3.45,63,4,98,1,0
20223758,2021,3,3.15,132,2,81,0,0
20223759,2023,7,2.2,137,1,62,0,1
20223760,2023,8,1.96,123,2,88,1,0
20223761,2022,4,3.47,121,2,88,0,0
20223762,2023,8,1.96,117,0,90,0,1
20223763,2023,4,1.98,121,3,61,0,1
20223764,2021,4,2.65,41,2,94,1,0
20223765,2021,5,2.07,104,4,68,0,1
20223766,2023,3,3.63,59,4,81,1,0
20223767,2022,5,2.74,73,3,78,1,0
20223768,2021,6,2.94,80,3,96,0,1
20223769,2023,5,3.66,80,1,69,1,0
20223770,2023,8,2.86,114,1,80,0,0
20223771,2022,8,2.51,130,1,76,1,0
20223772,2022,6,3.39,62,3,62,1,1
20223773,2021,2,2.69,77,2,66,1,0
20223774,2022,2,2.44,83,0,96,1,0
20223775,2023,6,3.25,106,1,95,1,0
20223776,2023,6,3.4,101,0,62,1,0
20223777,2022,5,3.38,51,4,72,1,1
20223778,2022,6,3.76,69,3,89,0,1
20223779,2022,3,3.37,134,4,82,0,1
20223780,2022,2,3.34,126,1,66,0,1
20223781,2021,2,3.51,104,2,89,1,0
20223782,2022,7,1.8,80,1,88,0,1
20223783,2021,6,2.52,59,0,67,1,0
20223784,2023,4,3.28,45,1,69,1,0
20223785,2022,4,3.0,114,2,92,1,0
20223786,2021,6,2.16,138,2,79,1,0
20223787,2022,3,2.41,43,3,88,1,0
20223788,2023,4,2.47,132,3,88,1,0
20223789,2023,7,2.94,49,2,80,1,0
20223790,2023,8,3.46,90,2,60,1,0
20223791,2022,6,3.66,132,0,93,0,0
20223792,2022,3,3.3,77,1,91,1,0
20223793,2021,3,3.49,40,3,73,0,1
20223794,2023,5,2.74,47,0,96,0,0
20223795,2022,3,2.58,120,1,94,1,0
20223796,2023,4,2.59,122,3,83,0,1
20223797,2023,8,3.03,102,0,60,1,0
20223798,2021,4,2.05,72,4,65,0,1
20223799,2021,6,2.96,54,4,63,1,1
20223800,2021,8,3.13,70,3,97,0,1
20223801,2021,6,2.68,60,0,60,1,0
20223802,2023,3,3.71,42,1,90,0,0
20223803,2021,7,3.02,105,1,95,1,0
20223804,2021,2,2.24,74,0,68,1,1
20223805,2021,8,2.76,80,4,82,0,1
20223806,2021,5,3.15,98,0,90,0,0
20223807,2023,2,2.45,55,4,88,0,1
20223808,2021,3,1.96,95,4,80,0,1
20223809,2023,3,2.97,84,1,62,1,0
20223810,2022,2,3.7,98,3,85,0,1
20223811,2023,5,2.77,89,2,65,0,1
20223812,2023,8,3.61,124,0,79,1,0
20223813,2021,8,3.47,51,4,72,1,1
20223814,2022,2,2.09,131,0,82,1,0
20223815,2022,6,3.22,51,3,74,0,1
20223816,2022,4,2.67,72,3,90,0,1
20223817,2022,7,2.3,123,2,63,0,1
20223818,2023,6,3.17,88,2,70,0,1
20223819,2022,8,3.29,60,4,61,1,1
20223820,2023,4,2.16,99,2,75,0,1
20223821,2023,7,3.63,91,4,90,0,1
20223822,2023,7,3.3,93,1,98,1,0
20223823,2022,7,3.67,78,4,63,1,1
20223824,2021,3,2.43,88,2,87,1,0
20223825,2021,7,3.68,103,0,75,0,0
20223826,2022,5,2.54,139,2,98,0,0
20223827,2021,2,1.91,125,3,84,1,1
20223828,2021,8,3.33,65,2,72,0,1
20223829,2023,5,3.21,110,1,64,0,1
20223830,2023,2,3.0,46,4,89,1,0
20223831,2022,6,2.78,111,3,60,1,1
20223832,2022,6,1.86,101,4,64,1,1
20223833,2021,2,3.05,129,4,73,0,1
20223834,2023,5,2.63,127,2,70,0,1
20223835,2022,2,2.92,63,0,93,0,0
20223836,2022,7,2.66,79,3,88,1,0
20223837,2022,3,3.73,115,1,77,0,0
20223838,2022,8,3.01,86,1,74,0,1
20223839,2022,6,3.3,47,0,84,1,0
20223840,2022,8,3.67,93,0,89,0,0
20223841,2021,3,2.98,48,2,61,0,1
20223842,2023,7,1.82,42,1,99,1,0
20223843,2023,7,1.87,93,3,86,1,1
20223844,2022,6,3.2,60,0,74,1,0
20223845,2023,6,2.36,134,0,91,1,0
20223846,2023,7,2.96,87,0,79,1,0
20223847,2023,4,2.2,86,3,73,0,1
20223848,2022,8,2.34,127,1,86,1,0
20223849,2022,3,2.81,107,3,62,1,1
20223850,2023,8,3.75,123,3,62,1,1
20223851,2023,3,3.03,102,2,72,0,1
20223852,2022,4,3.67,55,0,84,0,0
20223853,2021,5,3.72,113,1,77,1,0
20223854,2023,3,2.22,129,2,60,0,1
20223855,2021,8,2.42,132,2,98,0,0
20223856,2023,2,3.34,44,4,64,0,1
20223857,2021,7,3.53,50,0,61,1,0
20223858,2021,7,2.84,68,1,89,0,1
20223859,2021,4,3.79,118,1,76,0,0
20223860,2022,3,1.82,109,1,88,1,0
20223861,2021,5,2.4,87,0,63,1,0
20223862,2021,3,3.05,54,1,68,0,1
20223863,2021,7,2.74,123,3,80,1,0
20223864,2023,6,2.03,73,3,71,1,1
20223865,2021,2,2.54,99,0,71,1,0
20223866,2023,4,1.85,101,1,63,1,1
20223867,2021,6,3.09,41,4,87,0,1
20223868,2021,8,3.59,119,4,68,1,1
20223869,2022,5,3.57,58,4,99,1,0
20223870,2023,6,3.2,137,3,91,0,1
20223871,2021,8,2.73,88,4,72,1,1
20223872,2023,6,2.82,117,1,93,0,0
20223873,2023,5,2.07,127,1,78,1,0
20223874,2022,6,2.48,67,4,73,0,1
20223875,2022,4,2.18,87,2,64,1,1
20223876,2022,7,3.44,135,4,86,1,0
20223877,2022,3,3.63,76,2,87,0,0
20223878,2022,6,2.87,113,0,85,0,0
20223879,2022,4,3.26,88,0,69,0,1
20223880,2022,3,2.04,87,1,83,0,1
20223881,2022,8,3.02,112,3,76,0,1
20223882,2021,3,3.21,127,1,75,1,0
20223883,2023,8,2.71,139,1,76,0,0
20223884,2022,6,2.29,68,3,60,1,1
20223885,2022,4,3.55,99,1,80,0,0
20223886,2023,7,3.29,68,3,81,0,1
20223887,2021,6,3.6,97,1,64,1,0
20223888,2023,8,3.44,87,0,95,1,0
20223889,2023,5,3.78,62,2,80,1,0
20223890,2022,3,2.18,66,1,68,1,1
20223891,2023,6,1.97,134,2,86,0,1
20223892,2023,8,2.47,46,4,71,1,1
20223893,2022,3,2.06,88,1,77,0,1
20223894,2022,8,2.85,93,0,94,0,0
20223895,2022,4,3.07,107,3,74,0,1
20223896,2022,2,2.96,117,0,89,1,0
20223897,2023,6,2.32,81,2,92,1,0
20223898,2023,7,3.62,113,3,95,1,0
20223899,2021,6,1.84,98,0,99,1,0
20223900,2021,3,2.5,83,0,89,1,0
20223901,2023,4,3.24,137,0,85,1,0
20223902,2021,8,3.33,65,3,80,0,1
20223903,2023,5,2.63,62,0,96,1,0
20223904,2021,7,1.83,112,0,90,0,1
20223905,2022,4,3.04,47,2,76,0,0
20223906,2021,6,1.93,92,0,76,1,0
20223907,2022,5,2.02,53,0,93,1,0
20223908,2022,4,3.1,110,4,83,1,0
20223909,2022,2,2.42,46,3,92,1,0
20223910,2022,7,2.5,48,4,63,0,1
20223911,2021,3,2.77,42,2,68,1,1
20223912,2023,4,3.76,117,4,61,1,1
20223913,2022,4,3.73,56,1,94,0,0
20223914,2021,2,2.63,83,3,97,0,1
20223915,2022,6,2.33,125,0,74,1,1
20223916,2021,8,2.41,85,4,62,0,1
20223917,2021,8,2.34,129,4,90,1,1
20223918,2021,7,2.86,97,0,82,1,0
20223919,2023,7,3.01,67,0,71,0,1
20223920,2021,3,2.78,53,2,67,0,1
20223921,2021,4,2.62,48,4,80,1,0
20223922,2023,5,2.22,65,4,80,1,1
20223923,2023,4,2.77,41,1,91,1,0
20223924,2021,8,2.48,114,1,76,0,0
20223925,2023,3,2.88,120,4,96,0,1
20223926,2022,4,3.15,73,1,83,1,0
20223927,2022,2,3.07,58,4,67,1,1
20223928,2023,8,2.72,78,3,77,0,1
20223929,2023,4,2.91,121,2,70,1,0
20223930,2021,4,2.37,52,1,69,0,1
20223931,2023,8,1.85,44,4,85,1,1
20223932,2021,5,3.05,89,1,65,0,1
20223933,2022,8,2.31,62,2,76,1,0
20223934,2023,2,3.14,127,3,82,1,0
20223935,2021,2,3.29,68,0,96,1,0
20223936,2021,4,3.63,111,0,87,0,0
20223937,2022,7,3.72,65,1,75,1,0
20223938,2023,5,1.82,118,4,71,1,1
20223939,2022,4,3.78,96,2,80,1,0
20223940,2021,8,3.17,40,3,83,1,0
20223941,2021,4,3.09,67,3,87,1,0
20223942,2023,3,1.83,101,3,96,1,1
20223943,2021,3,3.52,86,0,80,0,0
20223944,2023,7,2.09,117,2,92,0,1
20223945,2022,5,3.47,137,0,61,1,1
20223946,2023,6,1.83,98,1,96,1,0
20223947,2023,3,3.09,70,3,78,0,1
20223948,2021,6,2.67,109,2,87,0,0
20223949,2021,2,2.2,88,3,74,1,1
20223950,2023,3,2.02,44,0,60,0,1
20223951,2021,3,2.68,70,0,87,1,0
20223952,2021,5,2.05,76,0,94,1,0
20223953,2021,7,2.77,118,3,91,0,1
20223954,2023,6,3.05,54,2,87,1,0
20223955,2021,8,3.45,91,2,68,1,0
20223956,2023,3,3.16,108,1,83,1,0
20223957,2021,3,1.93,131,3,63,1,1
20223958,2022,5,2.41,136,1,62,0,1
20223959,2021,5,2.38,50,1,81,0,1
20223960,2021,7,3.63,82,1,99,0,0
20223961,2023,6,3.54,109,1,98,1,0
20223962,2023,2,2.54,62,0,84,0,1
20223963,2021,8,1.94,79,1,81,0,1
20223964,2022,7,3.59,102,2,93,0,0
20223965,2021,2,3.58,41,1,79,1,0
20223966,2021,4,3.51,118,0,95,1,0
20223967,2022,3,3.49,126,4,96,1,0
20223968,2023,6,2.76,125,4,98,1,1
20223969,2021,7,2.15,112,4,86,1,1
20223970,2023,3,2.75,86,3,91,0,1
20223971,2023,6,2.79,69,2,88,0,0
20223972,2022,6,2.78,55,0,91,0,0
20223973,2022,6,2.88,98,4,83,1,0
20223974,2023,3,2.32,86,0,62,0,1
20223975,2021,7,2.53,69,0,86,0,0
20223976,2023,8,2.67,48,3,68,1,1
20223977,2021,5,2.06,104,4,99,1,1
20223978,2021,3,2.71,98,1,82,1,0
20223979,2022,6,3.42,103,0,66,1,0
20223980,2021,7,3.46,47,4,76,0,1
20223981,2021,8,2.62,91,0,96,1,0
20223982,2023,4,2.84,57,3,66,1,1
20223983,2022,2,1.87,130,3,89,1,1
20223984,2021,6,3.15,121,1,72,0,1
20223985,2021,4,2.61,135,3,77,0,1
20223986,2022,5,2.69,97,4,90,0,1
20223987,2023,8,3.55,88,3,81,0,1
20223988,2022,8,2.72,71,1,73,0,1
20223989,2022,6,1.84,87,2,77,1,0
20223990,2021,8,2.25,84,0,94,1,0
20223991,2021,4,2.75,93,0,76,1,0
20223992,2023,6,2.65,139,4,78,0,1
20223993,2021,3,3.52,139,1,90,1,0
20223994,2021,7,2.88,124,1,98,0,0
20223995,2022,4,3.18,85,1,95,0,0
20223996,2021,7,2.74,135,0,74,1,0
20223997,2023,3,2.68,70,3,88,1,0
20223998,2022,3,2.69,76,0,99,1,0
20223999,2023,7,2.62,55,0,75,1,0
20224000,2022,4,2.88,85,0,92,0,0
20224001,2021,7,2.3,85,3,84,0,1
20224002,2022,7,3.58,117,2,75,0,0
20224003,2022,2,2.47,127,4,89,1,0
20224004,2021,4,2.1,128,2,93,0,1
20224005,2021,2,1.99,100,2,61,1,1
20224006,2023,6,1.83,85,0,99,0,1
20224007,2023,8,2.65,90,2,97,1,0
20224008,2021,7,2.18,101,0,77,0,1
20224009,2021,6,1.84,74,0,64,1,1
20224010,2021,4,2.84,120,4,99,1,1
20224011,2022,7,3.16,81,1,65,0,1
20224012,2022,8,1.97,84,0,71,1,1
20224013,2022,6,2.72,107,2,71,0,1
20224014,2021,5,3.29,114,4,71,1,1
20224015,2023,3,3.77,86,2,68,0,1
20224016,2021,7,3.13,118,1,81,1,0
20224017,2022,8,2.29,69,3,75,0,1
20224018,2022,3,3.23,63,1,63,0,1
20224019,2021,2,3.0,105,4,62,0,1
20224020,2021,6,2.22,82,1,75,0,1
20224021,2022,2,3.5,73,1,73,1,0
20224022,2022,8,2.65,62,4,97,1,0
20224023,2022,7,3.72,100,4,63,0,1
20224024,2021,3,3.25,134,2,61,0,1
20224025,2022,3,3.09,76,0,69,1,0
20224026,2022,6,3.26,52,3,70,0,1
20224027,2023,7,2.76,136,3,98,0,1
20224028,2021,5,2.81,110,3,85,0,1
20224029,2023,5,3.5,135,1,96,1,0
20224030,2023,6,3.16,46,4,85,0,1
20224031,2022,7,3.59,81,4,63,1,1
20224032,2021,6,3.58,77,4,85,1,0
20224033,2022,7,3.75,91,0,97,1,0
20224034,2021,8,3.2,83,4,87,0,1
20224035,2023,8,2.8,103,4,61,0,1
20224036,2021,2,2.13,52,1,61,0,1
20224037,2022,6,3.21,127,2,75,1,0
20224038,2022,7,2.38,67,3,82,0,1
20224039,2022,5,2.37,135,1,82,0,1
20224040,2021,7,2.28,121,1,72,1,1
20224041,2023,8,3.55,137,1,80,1,0
20224042,2023,7,3.54,137,3,98,1,0
20224043,2021,6,3.06,40,1,84,0,0
20224044,2022,2,2.75,82,2,96,0,0
20224045,2023,2,3.14,81,4,72,0,1
20224046,2022,2,3.01,134,2,74,1,0
20224047,2021,2,2.63,89,4,87,0,1
20224048,2022,8,2.56,99,4,62,1,1
20224049,2023,4,2.57,40,1,82,0,0
20224050,2023,6,2.98,90,1,63,0,1
20224051,2022,3,3.1,55,3,62,0,1
20224052,2021,6,2.7,78,0,98,0,0
20224053,2022,4,3.74,54,2,67,0,1
20224054,2021,2,1.97,72,3,84,1,1
20224055,2022,4,2.49,126,3,71,1,1
20224056,2023,5,2.64,92,2,64,0,1
20224057,2021,5,1.83,137,2,92,0,1
20224058,2021,8,2.53,56,4,84,1,0
20224059,2021,6,2.35,128,0,84,0,1
20224060,2023,6,2.81,45,1,94,1,0
20224061,2022,3,2.47,70,0,74,0,1
20224062,2023,8,3.25,108,0,85,0,0
20224063,2021,3,2.82,79,1,69,1,0
20224064,2022,5,2.06,69,0,83,1,0
20224065,2023,2,3.3,108,3,94,0,1
20224066,2021,4,2.0,115,3,88,1,1
20224067,2021,3,3.48,46,1,97,1,0
20224068,2023,7,3.66,52,1,64,0,1
20224069,2023,3,2.44,43,2,83,0,1
20224070,2023,2,3.65,89,2,78,0,0
20224071,2021,2,3.39,42,0,68,0,1
20224072,2023,6,3.64,51,0,85,1,0
20224073,2021,4,3.13,104,1,84,0,0
20224074,2023,2,2.27,66,0,94,0,1
20224075,2021,8,3.59,89,4,95,1,0
20224076,2021,3,2.17,116,3,73,1,1
20224077,2022,3,2.23,56,0,65,0,1
20224078,2023,5,2.34,111,0,91,0,1
20224079,2023,2,2.41,71,2,85,1,0
20224080,2021,7,2.83,123,4,74,0,1
20224081,2021,6,3.23,90,0,90,1,0
20224082,2021,4,3.65,56,3,96,1,0
20224083,2022,7,1.98,73,0,97,1,0
20224084,2022,6,3.71,74,1,96,0,0
20224085,2021,3,3.64,138,4,78,0,1
20224086,2023,7,1.91,63,0,73,1,1
20224087,2023,6,2.52,93,4,95,0,1
20224088,2022,3,3.43,57,0,96,1,0
20224089,2022,3,3.02,89,3,70,0,1
20224090,2021,3,3.36,85,3,86,0,1
20224091,2023,3,3.24,87,4,61,1,1
20224092,2021,8,2.79,72,2,81,0,0
20224093,2022,3,1.88,126,2,61,0,1
20224094,2023,5,2.97,128,1,79,0,0
20224095,2023,7,1.9,66,2,76,1,0
20224096,2022,6,3.01,40,4,63,0,1
20224097,2021,5,3.4,124,2,73,1,0
20224098,2021,8,2.97,98,1,66,0,1
20224099,2023,5,3.79,49,0,74,0,1
20224100,2022,2,2.71,134,2,89,0,0
20224101,2023,2,3.3,64,4,75,1,0
20224102,2022,2,3.13,123,4,99,1,0
20224103,2021,4,3.78,96,1,61,1,0
20224104,2022,2,3.23,105,1,78,0,1
20224105,2021,6,2.13,54,3,60,0,1
20224106,2022,5,3.71,67,3,90,0,1
20224107,2023,6,3.14,52,3,63,1,1
20224108,2021,7,1.92,53,0,86,0,1
20224109,2023,2,3.12,105,4,84,0,1
20224110,2023,8,3.57,73,3,81,1,1
20224111,2021,4,2.95,138,4,69,0,1
20224112,2021,7,2.51,64,1,92,1,0
20224113,2023,8,3.44,93,0,89,0,0
20224114,2023,4,3.37,118,1,89,0,0
20224115,2023,7,2.89,51,4,75,0,1
20224116,2023,5,2.11,48,3,68,0,1
20224117,2021,6,2.3,70,1,76,0,1
20224118,2021,3,3.28,117,2,94,1,0
20224119,2023,6,3.41,132,0,74,0,1
20224120,2022,2,2.36,92,4,87,0,1
20224121,2022,8,2.54,82,3,79,1,0
20224122,2021,3,1.96,77,1,92,1,0
20224123,2023,4,3.23,81,0,92,1,0
20224124,2023,5,1.81,111,3,95,0,1
20224125,2021,5,1.89,87,1,72,1,1
20224126,2022,4,1.81,106,4,63,1,1
20224127,2022,2,3.09,105,2,82,1,0
20224128,2022,4,2.63,55,2,67,1,0
20224129,2021,7,2.4,122,4,72,0,1
20224130,2022,8,3.63,133,0,83,1,0
20224131,2021,8,2.19,55,4,99,1,1
20224132,2021,2,2.58,70,1,89,0,1
20224133,2023,3,3.68,97,0,89,0,0
20224134,2022,4,2.65,67,2,84,1,0
20224135,2021,2,2.91,43,1,92,0,0
20224136,2022,8,1.96,49,3,68,1,1
20224137,2022,3,3.38,90,3,85,0,1
20224138,2023,4,2.65,57,3,83,0,1
20224139,2022,5,3.4,86,2,92,1,0
20224140,2023,4,2.31,71,4,98,0,1
20224141,2021,6,2.64,69,0,84,0,0
20224142,2022,4,3.37,75,2,74,1,0
20224143,2021,6,3.75,48,1,65,1,0
20224144,2022,3,1.92,75,1,79,0,1
20224145,2021,4,3.42,68,3,75,0,1
20224146,2022,3,2.4,55,0,80,1,0
20224147,2022,3,2.9,131,3,74,0,1
20224148,2022,8,2.38,60,1,98,1,0
20224149,2022,2,3.03,103,1,63,0,1
20224150,2022,3,2.51,105,4,83,0,1
20224151,2022,3,2.47,98,4,62,1,1
20224152,2022,8,1.88,138,4,60,1,1
20224153,2022,8,2.09,67,3,89,0,1
20224154,2022,4,3.63,94,0,72,0,1
20224155,2021,8,3.8,139,4,77,0,1
20224156,2023,4,3.36,70,2,99,0,0
20224157,2022,5,2.37,72,4,70,1,1
20224158,2023,8,2.6,126,3,88,0,1
20224159,2022,2,3.28,99,0,63,0,1
20224160,2022,3,3.74,80,4,84,1,0
20224161,2021,2,2.71,120,0,95,1,0
20224162,2021,6,3.46,85,2,95,1,0
20224163,2023,8,3.75,88,1,99,0,0
20224164,2021,3,3.55,104,0,87,1,0
20224165,2021,2,2.25,81,4,67,1,1
20224166,2023,8,1.82,62,3,80,0,1
20224167,2021,8,2.78,66,3,94,1,0
20224168,2022,5,2.86,128,3,77,1,0
20224169,2023,5,2.2,71,3,84,0,1
20224170,2023,3,2.37,122,0,64,1,1
20224171,2022,6,3.33,127,3,67,0,1
20224172,2021,5,2.74,42,1,82,1,0
20224173,2023,5,2.43,99,2,62,1,0
20224174,2023,6,3.05,115,0,96,1,0
20224175,2022,2,3.11,138,0,90,0,0
20224176,2022,5,3.34,118,3,88,1,0
20224177,2021,4,2.11,56,3,79,1,1
20224178,2023,7,3.28,71,0,62,1,0
20224179,2021,7,3.0,46,3,82,1,0
20224180,2021,5,1.92,122,3,99,0,1
20224181,2022,2,3.35,110,3,80,1,0
20224182,2023,8,2.57,108,3,72,1,1
20224183,2023,2,2.46,97,3,67,1,1
20224184,2023,3,2.7,79,4,64,1,1
20224185,2022,4,2.49,124,4,84,0,1
20224186,2022,2,2.48,87,4,98,0,1
20224187,2022,6,3.42,90,0,96,0,0
20224188,2022,4,2.05,96,2,64,1,1
20224189,2022,7,3.74,110,0,67,0,1
20224190,2023,4,2.91,76,4,63,0,1
20224191,2021,6,2.17,126,0,81,0,1
20224192,2023,5,2.06,114,2,73,1,1
20224193,2021,6,2.98,113,3,78,1,0
20224194,2022,6,3.07,124,1,72,0,1
20224195,2021,5,1.91,94,4,94,1,1
20224196,2023,5,2.29,80,4,63,1,1
20224197,2023,5,3.39,136,2,92,1,0
20224198,2021,5,1.9,59,3,81,0,1
20224199,2022,5,3.51,72,3,60,1,1
20224200,2022,6,3.12,79,1,70,1,0
20224201,2023,3,2.67,138,3,75,0,1
20224202,2021,3,2.49,73,2,63,1,0
20224203,2022,2,1.84,101,3,88,1,1
20224204,2022,3,3.45,139,2,98,0,0
20224205,2023,7,2.09,130,4,97,0,1
20224206,2022,3,2.42,58,4,83,1,0
20224207,2021,6,2.94,82,4,68,1,1
20224208,2023,5,2.29,108,0,67,1,1
20224209,2023,5,2.79,102,4,73,0,1
20224210,2021,8,3.42,132,2,74,0,1
20224211,2023,8,2.74,49,1,81,1,0
20224212,2022,8,3.7,52,3,96,1,0
20224213,2022,6,3.5,132,4,74,1,1
20224214,2021,7,2.47,44,0,65,1,0
20224215,2022,3,2.6,97,0,60,0,1
20224216,2021,6,2.65,98,2,79,1,0
20224217,2021,2,3.05,115,1,95,0,0
20224218,2022,5,2.37,98,4,61,0,1
20224219,2021,8,3.74,116,4,65,0,1
20224220,2022,4,3.02,125,0,61,1,1
20224221,2023,2,2.6,54,2,62,0,1
20224222,2023,8,3.09,116,0,66,0,1
20224223,2021,7,2.59,40,0,79,1,0
20224224,2022,2,3.44,77,1,64,1,0
20224225,2022,6,2.94,92,2,84,0,0
20224226,2023,3,1.88,91,1,97,1,0
20224227,2023,5,2.15,40,2,77,0,1
20224228,2022,7,3.53,50,4,60,1,1
20224229,2021,7,2.93,97,3,84,0,1
20224230,2023,4,3.7,79,3,76,0,1
20224231,2021,2,1.94,125,2,74,1,1
20224232,2021,4,2.39,138,3,64,1,1
20224233,2023,3,2.19,99,0,76,1,0
20224234,2021,8,2.91,83,4,80,0,1
20224235,2021,3,2.57,45,4,82,0,1
20224236,2022,8,2.11,67,3,69,1,1
20224237,2021,4,3.09,70,2,76,0,1
20224238,2022,5,2.87,47,0,60,1,0
20224239,2023,3,2.35,44,2,96,0,1
20224240,2023,4,2.76,93,3,66,0,1
